name,online_order,book_table,rate,votes,location,restaurant_type,cuisines,approx_cost,listed_type,listed_city
Fry Factory,False,False,,0,HSR,Quick Bites,Fast Food,250,Dine-out,HSR
Ambur Tasty Biriyani,False,False,3.2,4,HSR,Quick Bites,Biryani,200,Dine-out,HSR
Shree Upahara Veg,False,False,,0,HSR,Quick Bites,South Indian,200,Dine-out,HSR
Best Biryani,False,False,,0,HSR,Quick Bites,"North Indian, Biryani",500,Dine-out,HSR
Snaiksa Foods,False,False,,0,HSR,Quick Bites,"North Indian, South Indian",300,Dine-out,HSR
Chattar Mattar,False,False,3.5,11,HSR,Quick Bites,"North Indian, Chinese",150,Dine-out,HSR
Swadisht North Indian Restaurant,False,False,3.2,23,HSR,Quick Bites,North Indian,200,Dine-out,HSR
Meat and Eat,True,False,3.0,52,HSR,Quick Bites,"Fast Food, Burger",500,Dine-out,HSR
As On Fire,True,False,3.8,174,HSR,Quick Bites,"Pizza, Fast Food, BBQ",400,Dine-out,HSR
Cafe Madhura,True,False,3.8,59,HSR,Quick Bites,South Indian,200,Dine-out,HSR
Juicemaker,False,False,3.7,68,HSR,"Quick Bites, Beverage Shop","Beverages, Fast Food",400,Dine-out,HSR
Go Italia,True,False,,0,HSR,Quick Bites,"Italian, Pizza, Fast Food",500,Dine-out,HSR
Punjabi Handi,True,False,2.9,19,HSR,Quick Bites,"North Indian, Chinese",400,Dine-out,HSR
Donne Biriyani House,True,False,3.2,73,HSR,Quick Bites,"Biryani, South Indian",400,Dine-out,HSR
DS Juice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Grill,True,False,3.2,67,HSR,Quick Bites,"Fast Food, Juices, Chinese",200,Dine-out,HSR
Zaikedar Kitchen,True,False,3.2,17,HSR,Quick Bites,North Indian,400,Dine-out,HSR
Village Kitchen,True,False,,0,HSR,Quick Bites,"South Indian, Kerala, Chinese",250,Dine-out,HSR
Dakshin Sagar,True,False,3.1,325,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food",400,Dine-out,HSR
Chaat Street,True,False,3.8,192,HSR,Quick Bites,"Street Food, North Indian",250,Dine-out,HSR
Indori Zaika,True,False,2.8,105,HSR,Quick Bites,North Indian,300,Dine-out,HSR
Classic Biryani Hut,True,False,3.4,10,HSR,Quick Bites,"Biryani, Fast Food",300,Dine-out,HSR
Biriyani's House,True,False,,0,HSR,Quick Bites,"Biryani, North Indian",200,Dine-out,HSR
Kadavu Shappu Currys,True,False,3.3,50,HSR,Quick Bites,Kerala,400,Dine-out,HSR
Familiar Food Court,False,False,2.6,43,HSR,Food Court,"Mughlai, Chinese, North Indian, South Indian, Beverages",,Dine-out,HSR
Toping Twist,False,False,,0,HSR,Quick Bites,Chinese,200,Dine-out,HSR
SMS: Stop Making Sense,False,False,,0,HSR,Quick Bites,"Chinese, Continental, North Indian",400,Dine-out,HSR
The Fisherman's Wharf,True,True,4.3,4108,Sarjapur Road,"Casual Dining, Bar","Seafood, Goan, North Indian, Continental, Asian",1400,Dine-out,HSR
OPUS Club,False,True,4.5,1508,Sarjapur Road,Pub,"Continental, Italian, North Indian, Mexican",1900,Dine-out,HSR
Foxtrot - House of Subculture,False,True,4.4,366,Koramangala 3rd Block,"Cafe, Lounge","Cafe, American, Asian, North Indian",1000,Dine-out,HSR
Barbeque Nation,False,True,4.7,3614,Koramangala 1st Block,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1600,Dine-out,HSR
Opus Food Stories,False,True,4.6,178,Sarjapur Road,"Bar, Casual Dining","Goan, Asian, North Indian, European, Continental",1500,Dine-out,HSR
Bistro Claytopia,True,True,4.1,1847,Koramangala 1st Block,Cafe,"Cafe, American, Italian, Burger",600,Dine-out,HSR
Little Italy,True,True,4.3,715,Sarjapur Road,Casual Dining,"Italian, Pizza",1500,Dine-out,HSR
Mimansa @ Foxtrot,True,True,4.4,190,Koramangala 3rd Block,Cafe,Cafe,1000,Dine-out,HSR
Asia Alive - DoubleTree Suites By Hilton,False,True,4.1,238,Sarjapur Road,Fine Dining,"Continental, Thai, Malaysian, Burmese, Korean, Vietnamese, Chinese, North Indian",2000,Dine-out,HSR
The Meal Story,True,False,4.2,258,Sarjapur Road,Casual Dining,"North Indian, Street Food",700,Dine-out,HSR
Mani's Dum Biryani,True,False,3.9,374,Koramangala 1st Block,Casual Dining,"Biryani, Kebab",750,Dine-out,HSR
Tapout Tavern,True,True,4.1,326,Sarjapur Road,"Casual Dining, Pub","American, Asian, Continental, North Indian, South Indian, Chinese",1200,Dine-out,HSR
SR Andhra Spicy House,True,False,3.8,240,Bommanahalli,Casual Dining,Andhra,800,Dine-out,HSR
Akshaya Bar And Restaurant,True,False,,0,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian, Chinese, Fast Food",600,Dine-out,HSR
The Alphaa,True,False,3.8,272,Bommanahalli,Casual Dining,"Andhra, North Indian, Chinese, Biryani, Seafood",550,Dine-out,HSR
Abhiruchi Hotel,True,False,3.2,12,Bommanahalli,Casual Dining,"North Indian, Biryani, Seafood",700,Dine-out,HSR
Pingara,True,False,3.8,93,Koramangala 1st Block,Casual Dining,"North Indian, Chinese, Mangalorean",550,Dine-out,HSR
Melange - Hotel Ekaa,True,True,3.2,427,Electronic City,Casual Dining,"North Indian, Chinese, Continental, Mangalorean",900,Dine-out,HSR
The Food Therapy,False,False,,0,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian, Continental, Chinese",1000,Dine-out,HSR
Sardarji Ka Dhaba,True,False,4.0,754,Hosur Road,Quick Bites,North Indian,250,Dine-out,HSR
Dande's Hyderabad Biryani,True,False,3.0,255,Bommanahalli,Casual Dining,"Biryani, North Indian, Chinese",550,Dine-out,HSR
Bharat Kitchen,True,False,3.7,21,Koramangala 1st Block,Quick Bites,"Bengali, Chinese, Continental, Mughlai, North Indian, Oriya",300,Dine-out,HSR
Spice It - Ibis Hotel,False,True,3.0,74,Bommanahalli,Casual Dining,"Asian, Continental, European, Fast Food, North Indian, Mughlai, South Indian",1200,Dine-out,HSR
Wimpie Cafe & Restaurant,True,False,,0,Bellandur,Casual Dining,"North Indian, Mughlai, Biryani",600,Dine-out,HSR
The Burger Place,True,False,3.8,26,Koramangala 1st Block,Quick Bites,"Burger, Continental, Fast Food",400,Dine-out,HSR
Caife Coffee Point,False,False,,0,Bommanahalli,"Beverage Shop, Quick Bites","Beverages, Fast Food",,Dine-out,HSR
The Modak,True,False,3.6,19,Bellandur,Quick Bites,"North Indian, Street Food, Desserts, Chinese",400,Dine-out,HSR
D Fusion,True,False,3.5,9,Bommanahalli,Quick Bites,"Fast Food, Chinese",400,Dine-out,HSR
Desi Flavours,True,False,3.9,121,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Biryani",400,Dine-out,HSR
The Hub - Ibis Hotel,False,False,3.7,51,Bommanahalli,Bar,"Finger Food, Fast Food",1500,Dine-out,HSR
New Kabab Zone,True,False,3.4,13,Bommanahalli,Casual Dining,"North Indian, Fast Food",500,Dine-out,HSR
Royal Calcutta Restaurant,True,False,4.0,269,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Bengali",450,Dine-out,HSR
Meal & Biryani,True,False,3.6,20,Bommanahalli,Quick Bites,"Andhra, South Indian",450,Dine-out,HSR
Ober Cafe,True,False,3.5,10,Koramangala 1st Block,Quick Bites,"Fast Food, Desserts",200,Dine-out,HSR
NMR Multicuisine Restaurant,True,False,3.6,9,Electronic City,Casual Dining,"North Indian, Chinese, Arabian, Juices",550,Dine-out,HSR
Sri Balaji Andhra Mess,False,False,,0,Bommanahalli,Mess,Andhra,300,Dine-out,HSR
My Tea House,True,True,,0,Banashankari,Casual Dining,"Continental, Asian",800,Dine-out,HSR
The Kitchen,True,False,3.6,9,Koramangala 1st Block,Quick Bites,North Indian,300,Dine-out,HSR
Salkara Arabian Delight & Bakes,True,False,,0,Koramangala 1st Block,Quick Bites,"Arabian, Biryani, Beverages, Rolls",300,Dine-out,HSR
Sree Krishna Sagar Greens,False,False,2.8,33,Electronic City,Quick Bites,"South Indian, Street Food, Chinese",300,Dine-out,HSR
Samrudhi,False,False,2.9,18,Electronic City,Casual Dining,"Andhra, Chinese, North Indian",450,Dine-out,HSR
Dine With Singhs,False,False,,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",300,Dine-out,HSR
Chowpatty,True,False,3.6,95,Koramangala 1st Block,Quick Bites,"North Indian, Fast Food, Street Food",300,Dine-out,HSR
Dinemaster Gogo's,True,False,3.4,6,Hosur Road,Quick Bites,"Chinese, Rolls, Beverages",300,Dine-out,HSR
Swa-Desh A Family Restaurant,False,False,,0,Koramangala 1st Block,Quick Bites,North Indian,300,Dine-out,HSR
Maa Di Hatti,True,False,2.8,137,Koramangala 1st Block,Quick Bites,North Indian,500,Dine-out,HSR
Godavari Delights,True,False,3.0,11,Electronic City,Casual Dining,South Indian,400,Dine-out,HSR
Equinox Bar - DoubleTree Suites By Hilton,False,True,3.9,52,Sarjapur Road,Lounge,"Continental, Thai, Vietnamese, American, Chinese, North Indian, Finger Food",1900,Dine-out,HSR
Dosa Time,True,False,,0,Sarjapur Road,Quick Bites,South Indian,150,Dine-out,HSR
Kushal's Kitchen,False,False,,0,Bommanahalli,Casual Dining,"North Indian, South Indian",650,Dine-out,HSR
The Hidden Cafe,True,False,3.9,95,Koramangala 1st Block,Quick Bites,"North Indian, Fast Food",350,Dine-out,HSR
Mangala Hotel,True,False,3.6,96,Koramangala 1st Block,Quick Bites,"Kerala, Chinese, North Indian",300,Dine-out,HSR
Pizza Palace,True,False,,0,Bommanahalli,Quick Bites,"Pizza, Fast Food",300,Dine-out,HSR
Tirumala Mess,False,False,,0,Koramangala 1st Block,Mess,"Andhra, Hyderabadi",300,Dine-out,HSR
Foodbook Restaurant,False,False,,0,Bommanahalli,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out,HSR
Skywalk Restobar,False,False,3.3,5,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian",700,Dine-out,HSR
Samruddhi Restaurant,False,False,,0,Electronic City,Casual Dining,"Andhra, North Indian, Chinese",500,Dine-out,HSR
Mamatha Restaurant,True,False,2.6,74,Bommanahalli,Casual Dining,"Biryani, Hyderabadi, North Indian",700,Dine-out,HSR
Yahiya Restaurant,False,False,,0,Marathahalli,Casual Dining,"North Indian, Chinese",400,Dine-out,HSR
New Mangalore Lunch Home,True,False,3.8,36,Koramangala 1st Block,Quick Bites,"Mangalorean, Chinese, North Indian",300,Dine-out,HSR
Hotel Amulya,False,False,,0,Electronic City,Casual Dining,"North Indian, Chettinad, Chinese",500,Dine-out,HSR
Tanu Di's Kitchen,True,False,,0,Koramangala 1st Block,Quick Bites,"North Indian, South Indian, Bengali",350,Dine-out,HSR
Shudh Desi Khana,True,False,3.5,18,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",200,Dine-out,HSR
Tongue Taste,True,False,,0,Hosur Road,Quick Bites,"North Indian, Chinese, Fast Food",350,Dine-out,HSR
Delhi Food Point,True,False,3.3,910,Koramangala 1st Block,Quick Bites,"North Indian, Beverages",250,Dine-out,HSR
VegiGate,False,False,,0,Sarjapur Road,"Cafe, Quick Bites","Cafe, Chinese",500,Dine-out,HSR
Chackochi Mess,False,False,3.3,6,Bommanahalli,Mess,"Kerala, South Indian",250,Dine-out,HSR
A.M New Punjab Food Corner,True,False,3.5,21,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",350,Dine-out,HSR
Sapna bakery,False,False,,0,Bommanahalli,Quick Bites,"Bakery, Kerala",250,Dine-out,HSR
A La Carte Restaurant,False,False,,0,Sarjapur Road,Quick Bites,"Chinese, North Indian",500,Dine-out,HSR
Hot & Cold Juice Cafe,False,False,,0,Bommanahalli,Quick Bites,"Fast Food, Beverages",250,Dine-out,HSR
Hotel Atithi North Karnataka Mess,False,False,,0,Koramangala 1st Block,Quick Bites,South Indian,200,Dine-out,HSR
Hot and Spicy Restaurant,False,False,,0,Bommanahalli,Quick Bites,Chinese,350,Dine-out,HSR
Hotel Archana Grand,True,False,3.5,22,Bommanahalli,Quick Bites,"Chinese, North Indian",500,Dine-out,HSR
Kerala Mess,True,False,3.4,19,Koramangala 1st Block,Quick Bites,Kerala,200,Dine-out,HSR
Malabar Treat,True,False,3.4,6,Koramangala 1st Block,Quick Bites,"North Indian, Arabian, South Indian, Chinese",500,Dine-out,HSR
Mangala's Tea Time Cafe,True,False,,0,Koramangala 1st Block,Quick Bites,"Tea, Fast Food",150,Dine-out,HSR
Loukya Veg Restaurant,False,False,,0,Bommanahalli,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out,HSR
Momos Corner,False,False,3.1,15,Bommanahalli,Quick Bites,"Chinese, Rolls, Momos",250,Dine-out,HSR
Khan Saab Hotel,True,False,3.1,16,Bommanahalli,Quick Bites,"North Indian, Biryani, Chinese",300,Dine-out,HSR
Ambur Biryani Hotel,False,False,3.2,13,Koramangala 1st Block,Quick Bites,Biryani,200,Dine-out,HSR
Nila Cafe,False,False,3.6,16,Bommanahalli,Quick Bites,"Kerala, South Indian",400,Dine-out,HSR
The Bar Therapy,False,False,,0,Koramangala 1st Block,Bar,"Continental, Chinese",800,Dine-out,HSR
New Food Corner Kolkata Mess,False,False,,0,Bommanahalli,Quick Bites,North Indian,400,Dine-out,HSR
Apna Odisha Kolkatta Hotel,False,False,,0,BTM,Quick Bites,North Indian,400,Dine-out,HSR
Guntur's Vandanam Food Zone,False,False,,0,Koramangala 1st Block,Quick Bites,"Andhra, Chinese, North Indian",600,Dine-out,HSR
Smack,False,False,,0,Koramangala 1st Block,Quick Bites,Fast Food,200,Dine-out,HSR
Village Cafe Bangalore,False,False,,0,Bommanahalli,Quick Bites,"North Indian, South Indian, Kerala, Chinese",350,Dine-out,HSR
Vinoth Kitchen,False,False,,0,Bommanahalli,Quick Bites,"South Indian, Kebab, Chinese, Biryani",250,Dine-out,HSR
Sky Bakery and Cafe,False,False,,0,Bommanahalli,"Bakery, Cafe","Bakery, Cafe",350,Dine-out,HSR
Hot & Spicy Food,False,False,,0,Bommanahalli,Quick Bites,Chinese,200,Dine-out,HSR
Punjabi Dhaba And Family Restaurant,False,False,,0,Electronic City,Quick Bites,"North Indian, Chinese",250,Dine-out,HSR
Crunch Pizzas,True,False,2.6,473,BTM,Quick Bites,"Italian, Pizza",600,Dine-out,HSR
Hotel Tadaka House,False,False,3.4,7,Bommanahalli,Quick Bites,"North Indian, Chinese, Biryani",300,Dine-out,HSR
Udupi Upahara,False,False,3.7,46,Koramangala 1st Block,Quick Bites,"South Indian, North Indian",300,Dine-out,HSR
Delhi Home Food,False,False,3.3,5,Koramangala 1st Block,Quick Bites,"North Indian, South Indian",200,Dine-out,HSR
Eat N Drink,False,False,3.8,32,Bommanahalli,Quick Bites,Fast Food,250,Dine-out,HSR
Hotel Thazooq,False,False,3.3,6,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Biryani",350,Dine-out,HSR
Naani'z Biryani,False,False,3.3,6,Koramangala 1st Block,Quick Bites,Biryani,300,Dine-out,HSR
Geetha Cafe,False,False,3.0,12,Bommanahalli,Quick Bites,South Indian,200,Dine-out,HSR
Prakruthi Restaurant,False,False,3.2,4,Bommanahalli,Quick Bites,"Andhra, North Indian",400,Dine-out,HSR
Foodys Adda,False,False,3.2,4,Bommanahalli,Quick Bites,Fast Food,300,Dine-out,HSR
Spicy Hub,False,False,3.0,26,Bellandur,Quick Bites,North Indian,400,Dine-out,HSR
Biryani Point,False,False,3.2,7,Bommanahalli,Quick Bites,Biryani,250,Dine-out,HSR
Chillax,False,False,3.3,4,Bommanahalli,Quick Bites,"Fast Food, Beverages",300,Dine-out,HSR
Shri Nandi sagar,False,False,,0,Koramangala 1st Block,Quick Bites,South Indian,150,Dine-out,HSR
New Ambur Dum Biryani,False,False,3.2,7,Koramangala 1st Block,Quick Bites,"Biryani, Kebab",200,Dine-out,HSR
Spice Resto,False,False,3.3,5,Bommanahalli,Quick Bites,"Kerala, North Indian, Chinese",400,Dine-out,HSR
Five Satr Chiken,False,False,,0,Bellandur,Quick Bites,Fast Food,300,Dine-out,HSR
Sri Bhagya Veg,False,False,,0,Bommanahalli,Quick Bites,"North Indian, Chinese",300,Dine-out,HSR
Aaharam,False,False,4.0,65,Koramangala 1st Block,Quick Bites,"Chinese, North Indian",350,Dine-out,HSR
Mughal's,False,False,,0,Bommanahalli,Quick Bites,"Mughlai, North Indian",500,Dine-out,HSR
Halli Mane Badoota Hotel,True,False,,0,Electronic City,Quick Bites,South Indian,300,Dine-out,HSR
Food Treat,False,False,,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Kerala",400,Dine-out,HSR
9 Bowls,True,False,,0,Koramangala 1st Block,Quick Bites,"Healthy Food, Continental, North Indian, Chinese",500,Dine-out,HSR
Navi's Kitchen,True,False,,0,Bommanahalli,Quick Bites,"North Indian, Chinese",250,Dine-out,HSR
Biryani Darbar,True,False,3.3,12,Electronic City,Casual Dining,"Biryani, Chinese",600,Dine-out,HSR
Barbeque Delight,True,False,3.7,83,Bommanahalli,Quick Bites,"Arabian, Kerala, North Indian, Chinese, BBQ",800,Dine-out,HSR
Chaiwala,True,False,3.1,53,Koramangala 1st Block,Quick Bites,Fast Food,100,Dine-out,HSR
Biryani Junction,True,False,2.3,298,Bommanahalli,Quick Bites,"Biryani, North Indian, Chinese",450,Dine-out,HSR
Nagappa Naidu Hotel,False,False,,0,Bommanahalli,Quick Bites,South Indian,200,Dine-out,HSR
Cupp,False,False,,0,BTM,Cafe,"Cafe, Fast Food",550,Dine-out,HSR
House Of Commons,False,True,4.7,3573,HSR,Bar,"Continental, Asian, North Indian",1000,Drinks & nightlife,HSR
Hammered,False,False,,0,HSR,"Bar, Casual Dining","North Indian, South Indian, Continental, Asian",1200,Drinks & nightlife,HSR
TBC Sky Lounge,False,True,4.7,6745,HSR,"Casual Dining, Bar","Continental, Asian, Italian, North Indian",1000,Drinks & nightlife,HSR
Shift,True,True,4.2,1884,HSR,"Lounge, Casual Dining","Finger Food, Continental, North Indian",1500,Drinks & nightlife,HSR
Hangover,True,True,4.3,797,HSR,"Bar, Casual Dining","Asian, Continental, Finger Food",1500,Drinks & nightlife,HSR
Baar Union,False,True,4.6,634,HSR,"Bar, Pub","Continental, Finger Food, Asian, Chinese",850,Drinks & nightlife,HSR
Cirkus,False,True,4.3,331,HSR,"Bar, Casual Dining","North Indian, Continental, Fast Food, Beverages, Pizza",1400,Drinks & nightlife,HSR
Baithak,False,False,4.2,1383,HSR,"Casual Dining, Bar","Continental, North Indian, Mughlai",1100,Drinks & nightlife,HSR
Safe House,False,True,4.1,1372,HSR,"Bar, Casual Dining","Continental, North Indian, Chinese, Finger Food",900,Drinks & nightlife,HSR
SMS: Stop Making Sense,False,False,,0,HSR,Quick Bites,"Chinese, Continental, North Indian",400,Drinks & nightlife,HSR
OPUS Club,False,True,4.5,1508,Sarjapur Road,Pub,"Continental, Italian, North Indian, Mexican",1900,Drinks & nightlife,HSR
Foxtrot - House of Subculture,False,True,4.4,366,Koramangala 3rd Block,"Cafe, Lounge","Cafe, American, Asian, North Indian",1000,Drinks & nightlife,HSR
Tapout Tavern,True,True,4.1,326,Sarjapur Road,"Casual Dining, Pub","American, Asian, Continental, North Indian, South Indian, Chinese",1200,Drinks & nightlife,HSR
The Hub - Ibis Hotel,False,False,3.7,51,Bommanahalli,Bar,"Finger Food, Fast Food",1500,Drinks & nightlife,HSR
Hammered,False,False,,0,HSR,"Bar, Casual Dining","North Indian, South Indian, Continental, Asian",1200,Pubs and bars,HSR
House Of Commons,False,True,4.7,3573,HSR,Bar,"Continental, Asian, North Indian",1000,Pubs and bars,HSR
Baar Union,False,True,4.6,634,HSR,"Bar, Pub","Continental, Finger Food, Asian, Chinese",850,Pubs and bars,HSR
TBC Sky Lounge,False,True,4.7,6745,HSR,"Casual Dining, Bar","Continental, Asian, Italian, North Indian",1000,Pubs and bars,HSR
Hangover,True,True,4.3,797,HSR,"Bar, Casual Dining","Asian, Continental, Finger Food",1500,Pubs and bars,HSR
Cirkus,False,True,4.3,331,HSR,"Bar, Casual Dining","North Indian, Continental, Fast Food, Beverages, Pizza",1400,Pubs and bars,HSR
Baithak,False,False,4.2,1383,HSR,"Casual Dining, Bar","Continental, North Indian, Mughlai",1100,Pubs and bars,HSR
Safe House,False,True,4.1,1372,HSR,"Bar, Casual Dining","Continental, North Indian, Chinese, Finger Food",900,Pubs and bars,HSR
The Colony Gastropub,False,True,4.1,512,HSR,"Casual Dining, Bar","Modern Indian, Continental",1200,Pubs and bars,HSR
Napoli Italian Bistro,True,True,4.1,1060,HSR,"Casual Dining, Bar","Italian, Mexican, Continental, Pizza",1200,Pubs and bars,HSR
Mishmash,True,False,3.9,1245,HSR,"Casual Dining, Bar","Mediterranean, Continental, North Indian, Mughlai, Salad",1400,Pubs and bars,HSR
Lounge 189,False,False,3.8,157,HSR,"Lounge, Bar","Continental, Italian",1300,Pubs and bars,HSR
A Bar,False,False,3.3,19,HSR,Bar,"North Indian, Continental",600,Pubs and bars,HSR
The Fisherman's Wharf,True,True,4.3,4108,Sarjapur Road,"Casual Dining, Bar","Seafood, Goan, North Indian, Continental, Asian",1400,Pubs and bars,HSR
OPUS Club,False,True,4.5,1508,Sarjapur Road,Pub,"Continental, Italian, North Indian, Mexican",1900,Pubs and bars,HSR
Opus Food Stories,False,True,4.6,178,Sarjapur Road,"Bar, Casual Dining","Goan, Asian, North Indian, European, Continental",1500,Pubs and bars,HSR
Tapout Tavern,True,True,4.1,326,Sarjapur Road,"Casual Dining, Pub","American, Asian, Continental, North Indian, South Indian, Chinese",1200,Pubs and bars,HSR
Akshaya Bar And Restaurant,True,False,,0,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian, Chinese, Fast Food",600,Pubs and bars,HSR
The Food Therapy,False,False,,0,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian, Continental, Chinese",1000,Pubs and bars,HSR
The Hub - Ibis Hotel,False,False,3.7,51,Bommanahalli,Bar,"Finger Food, Fast Food",1500,Pubs and bars,HSR
Skywalk Restobar,False,False,3.3,5,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian",700,Pubs and bars,HSR
The Bar Therapy,False,False,,0,Koramangala 1st Block,Bar,"Continental, Chinese",800,Pubs and bars,HSR
The Kebab Room - Restaurant & Brewery,False,True,4.0,773,Indiranagar,"Casual Dining, Microbrewery","Mughlai, North Indian",1000,Buffet,Indiranagar
Peacock,True,True,3.9,847,Indiranagar,Casual Dining,"North Indian, BBQ, Mughlai",1200,Buffet,Indiranagar
Big Pitcher,False,True,4.7,9021,Old Airport Road,"Pub, Microbrewery","American, Continental, North Indian, Mediterranean",1800,Buffet,Indiranagar
Barbeque Nation,False,True,4.7,7152,Indiranagar,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1600,Buffet,Indiranagar
LOFT38,False,True,4.3,3586,Indiranagar,"Lounge, Casual Dining","Continental, American, Asian, North Indian, Burger",2100,Buffet,Indiranagar
Urban Tamaasha,True,True,4.1,840,Indiranagar,Casual Dining,"North Indian, Chinese, Continental",1200,Buffet,Indiranagar
Mainland China,True,True,4.4,1507,Indiranagar,Casual Dining,"Chinese, Momos",1700,Buffet,Indiranagar
Little Italy,True,True,4.3,3275,Indiranagar,Casual Dining,"Italian, Pizza, Mexican",1400,Buffet,Indiranagar
Dhaba - Estd 1986 Delhi,True,True,4.4,1414,Indiranagar,"Casual Dining, Bar",North Indian,1100,Buffet,Indiranagar
Pasta Street,True,True,4.5,1614,Indiranagar,Casual Dining,"Italian, Pizza, Salad",1300,Buffet,Indiranagar
Southindies,False,True,4.1,1224,Indiranagar,Casual Dining,"South Indian, Chettinad, Kerala, Sri Lankan",800,Buffet,Indiranagar
Oye Amritsar,True,True,3.9,1432,Indiranagar,Casual Dining,North Indian,1000,Buffet,Indiranagar
